Target,Source,n,Weight
66freedom66,emilyvineyard2,1,1
66freedom66,emma_nzipiert,1,1
66freedom66,engelgert,3,3
66freedom66,eniende,1,1
66freedom66,ericschwarz13,3,3
66freedom66,ernst1953do,3,3
66freedom66,erutufniatpac,1,1
66freedom66,erz12,1,1
66freedom66,esmeraldatormez,1,1
66freedom66,esswe1202,4,4
66freedom66,estoylimpia,4,4
66freedom66,euer_amar,1,1
66freedom66,eugbach,2,2
66freedom66,eugenprinz3,1,1
66freedom66,eule24042076,1,1
66freedom66,euphra3,1,1
66freedom66,eventyrj,1,1
66freedom66,extra_portion,1,1
66freedom66,f_von_steiner,1,1
66freedom66,fahnenjunker69,1,1
66freedom66,faithno20425664,2,2
66freedom66,falklandfuchs,2,2
66freedom66,fatcatgermany,1,1
66freedom66,favoritarata,1,1
66freedom66,fckleft,2,2
66freedom66,fcmmicha1,3,3
66freedom66,fdeganis,1,1
66freedom66,feliciani84,1,1
66freedom66,felimaus99,1,1
66freedom66,fffrauki,2,2
66freedom66,ffritzsche2,2,2
66freedom66,fhessen1,3,3
66freedom66,fiedler_irene,1,1
66freedom66,finkekathrin,1,1
66freedom66,fippchen,1,1
66freedom66,fixula,1,1
66freedom66,fjordan1967,4,4
66freedom66,fk5270,4,4
66freedom66,fladdermues,1,1
66freedom66,flengulu67,7,7
66freedom66,flo_hamburg,1,1
66freedom66,flofloske,1,1
66freedom66,fluchtursache,1,1
66freedom66,framei75,5,5
66freedom66,frank_morsbach,1,1
66freedom66,frank14467,1,1
66freedom66,frankdraube,1,1
66freedom66,frankenzicke,1,1
66freedom66,frankwinterlich,2,2
66freedom66,frauabsurdistan,1,1
66freedom66,frauleinschi,1,1
66freedom66,fredfeuerst65,1,1
66freedom66,fredmobil1,1,1
66freedom66,fredpira,1,1
66freedom66,freedom_first14,1,1
66freedom66,freedomeurope,1,1
66freedom66,freieheimat,1,1
66freedom66,freiheitskakao,1,1
66freedom66,fremer59,11,11
66freedom66,fridolinpsp,1,1
66freedom66,friedaowsch,3,3
66freedom66,friedensspatz,1,1
66freedom66,friedlirene,1,1
66freedom66,friedrichsorden,4,4
66freedom66,frielingbailey,3,3
66freedom66,friendlygirl88,2,2
66freedom66,fritzklaus1909,2,2
66freedom66,frlnicolehb,1,1
66freedom66,frohswolfgang,1,1
66freedom66,frschmid73,1,1
66freedom66,fuchs95_mb,1,1
66freedom66,fuechsinkohime,2,2
66freedom66,funny1963,3,3
66freedom66,g_riederer,2,2
66freedom66,galahadsvater,1,1
66freedom66,gamischi2,1,1
66freedom66,garbersoliver,1,1
66freedom66,gefjonsgunst,6,6
66freedom66,genauhinsehen,4,4
66freedom66,genkuchen,1,1
66freedom66,georg_bach,1,1
66freedom66,georgb71,2,2
66freedom66,georgysapiens,1,1
66freedom66,gerhard32112093,5,5
66freedom66,gerhard42833386,1,1
66freedom66,gerhardschrder7,1,1
66freedom66,gerry_grantler,2,2
66freedom66,gertwalterwolf1,11,11
66freedom66,ghmaxi0,1,1
66freedom66,gingerheadrocks,1,1
66freedom66,glaubengebete,1,1
66freedom66,gleichimwald,1,1
